SOIL_TYPE,N_SOIL,P_SOIL,K_SOIL,TEMPERATURE,HUMIDITY,ph,CROP
Regur soil,25,76,17,31.74105409,68.63525428,7.241148507,Cabbage
Regur soil,21,78,19,27.16159076,66.76017239,6.92009048,Cauliflower
Regur soil,57,60,17,26.23773129,67.88521396,7.504608385,Coriander
Regur soil,56,75,15,30.20157245,60.06534859,7.152272256,Green Chilli
Regur soil,49,72,15,31.55846339,67.83563765,7.137004749,Lime
Regur soil,24,80,19,29.67892453,69.0854554,6.808041722,Mango
Regur soil,49,76,18,27.05365239,67.7017527,7.393631868,Onion
Regur soil,28,68,19,34.63880966,61.38597868,7.69950698,Tomato
Regur soil,55,78,21,33.39438752,62.93692886,6.602888249,Brinjal
Regur soil,50,64,25,28.84079155,63.37230676,6.734447425,Cabbage
Regur soil,34,80,19,31.49338309,63.0563645,6.521217963,Cauliflower
Regur soil,20,68,23,25.54960633,63.95425534,7.707332484,Tomato
Regur soil,55,67,16,34.37329112,69.69366426,6.596719015,Red Gram
Regur soil,23,70,15,34.6008247,63.11296779,7.403623355,Bengal Gram
Regur soil,53,74,15,29.43463808,64.94329356,7.517097,Cotton
Regur soil,26,67,16,29.10713092,67.90577375,7.17620823,Wheat
Regur soil,33,80,22,28.57006111,65.71765781,6.593961761,Red Gram
Regur soil,37,79,19,27.54384835,69.3478631,7.143942758,Bengal Gram
Regur soil,33,75,21,33.04687968,68.93875631,6.690655045,Turmeric
Regur soil,22,55,20,33.95309131,69.96100028,7.423530351,Wheat
Regur soil,20,68,17,30.11873003,60.11680815,6.578714843,Onion
Regur soil,43,68,20,29.57812712,66.17587668,7.497469256,Apple
Regur soil,44,76,22,27.26458947,68.01232937,7.775306272,Beans
Regur soil,34,60,16,31.35730791,64.24992106,7.322555223,Beetroot
Regur soil,21,72,17,31.52104732,66.55723677,7.580527339,Ladies Finger
Regur soil,25,68,19,29.39982732,64.25510719,7.108450121,Bitter Gourd
Regur soil,41,62,15,29.38400259,64.14928485,7.358974541,Bottle Gourd
Regur soil,28,65,23,28.38686534,61.88871127,7.405176138,Brinjal
Regur soil,35,64,15,28.47442276,63.53604453,6.500144962,Cabbage
Regur soil,52,58,16,30.64095781,61.14508627,7.167435834,Carrot
Regur soil,58,75,25,25.25596239,61.36669662,7.261791753,Cauliflower
Regur soil,34,66,19,32.97030511,60.18122078,7.586642101,Sapota
Regur soil,52,70,16,33.66855394,66.60416867,7.534811833,Chilly Capsicum
Regur soil,23,57,19,32.83963757,67.99803573,7.251000789,Coriander
Regur soil,42,58,25,27.45853567,62.90020977,6.513620918,Cucumber
Regur soil,37,62,17,25.68576704,69.84354028,7.121254928,Drumstick
Regur soil,44,75,22,30.0328403,64.14800537,7.574561547,Elephat Yam
Regur soil,21,80,20,28.20667264,68.27085245,7.350869792,Garlic
Regur soil,56,76,16,28.27265858,61.18956161,7.513151076,Ginger
Regur soil,29,76,15,28.5417236,64.2020154,7.025607706,Grapes
Regur soil,43,61,20,26.87187036,61.61367264,6.804253866,Green Chilli
Regur soil,55,60,15,32.79766751,68.77994074,7.163043872,Guar
Regur soil,44,63,15,26.42333018,64.51136845,7.338929556,Guava
Regur soil,29,67,21,29.79181107,63.38789228,6.621323612,Musk Melon
Regur soil,47,63,16,27.44003279,67.10464369,6.661870999,Lime
Regur soil,40,68,17,34.1262979,65.14877461,7.733149554,Little Gourd
Regur soil,58,61,15,30.94908189,64.23364112,7.402891666,Mint
Regur soil,41,74,18,28.75751783,61.02701476,6.599147298,Onion
Regur soil,58,79,17,27.24766491,66.10123083,7.04174124,Green Onion
Regur soil,27,62,24,28.63005477,66.770943,7.353876754,Orange
Regur soil,27,60,17,26.41768321,63.64698302,7.026795359,Pear
Regur soil,52,65,20,32.81705216,66.15665137,6.814301033,Peas
Regur soil,44,55,25,29.6321052,65.91359954,7.42160832,Pineapple
Regur soil,21,62,24,33.49077065,62.73317204,6.847382891,Potato
Regur soil,60,59,22,31.86847286,66.74217464,7.191522601,Pumpkin
Regur soil,33,77,21,30.32992227,65.62971858,7.01285529,Raddish
Regur soil,59,58,17,28.546224,66.31394098,7.368318809,Rajgir
Regur soil,29,63,17,30.02629908,67.88811637,7.26154329,Ridge Gourd
Regur soil,59,63,18,31.65531175,60.13263713,6.52669158,Snakeguard
Regur soil,29,70,15,30.33499674,63.54718862,6.872594461,Spinach
Regur soil,58,73,16,33.36984395,65.67718163,6.874142175,Sweet Potato
Regur soil,55,77,22,31.4345059,62.99303471,7.76061831,Sweet Pumpkin
Regur soil,42,79,23,27.71678273,63.29103387,6.781841984,Tender Coconut
Regur soil,44,77,21,32.63918668,61.3009051,7.326980454,Tomato
Regur soil,38,62,25,32.7477393,67.77954584,7.453975408,Water Melon
Regur soil,32,76,15,28.05153602,63.49802189,7.604110177,Ladies Finger
Regur soil,13,61,22,19.44084326,63.27771461,7.728832424,Bitter Gourd
Regur soil,38,60,20,29.84823072,60.63872613,7.491217102,Bottle Gourd
Regur soil,11,74,17,21.36383757,69.92375891,6.633864582,Brinjal
Regur soil,37,71,16,26.28663931,68.51966729,7.324863481,Cabbage
Regur soil,29,71,18,22.17499963,62.13873825,6.410441476,Cauliflower
Regur soil,2,72,18,26.57597546,60.97876599,7.836719564,Coriander
Regur soil,6,59,21,26.58972517,66.14007674,6.139215944,Cucumber
Regur soil,13,64,20,19.1345771,62.57526895,6.590571088,Grapes
Regur soil,8,58,17,28.75273118,69.15640149,7.286049978,Guava
Regur soil,6,77,20,25.78746268,60.2816298,6.058306161,Leafy Vegetable
Regur soil,2,75,22,23.89271875,61.78779413,6.658605362,Methi Leaves
Regur soil,3,69,23,28.67408774,63.18832976,7.299360767,Mint
Regur soil,27,80,24,28.42062847,61.77336343,7.815210661,Onion
Regur soil,39,78,15,21.35499456,62.60136323,5.925391795,Green Onion
Regur soil,40,79,17,21.12695586,63.18738532,6.403683619,Peas
Regur soil,37,62,22,24.02037872,61.62313345,7.397546271,Raddish
Regur soil,31,60,24,25.40474421,65.8567539,7.722335992,Rajgir
Regur soil,22,67,22,29.03017561,64.49166566,7.475926645,Ridge Gourd
Regur soil,3,78,18,20.21368219,68.65257685,6.887130053,Spinach
Regur soil,4,80,16,29.19585548,68.01965728,7.441976825,Tomato
Regur soil,13,61,24,18.29783597,69.6897615,7.629910253,Water Melon
Regur soil,12,66,20,27.41434987,63.41785982,7.336117221,Carrot
Regur soil,4,61,21,24.84063998,60.09116626,6.75020529,Cauliflower
Regur soil,9,60,21,29.94413861,67.31323084,7.52178027,Coriander
Regur soil,18,66,22,25.87990287,67.55109024,6.347379185,Green Chilli
Regur soil,32,56,18,20.0467711,65.84395319,7.135251532,Onion
Regur soil,6,72,15,22.99451999,66.70897237,7.670178119,Green Onion
Regur soil,15,77,20,25.13163619,66.92642362,7.399749291,Potato
Regur soil,0,65,24,28.49584395,62.44616219,7.841496029,Raddish
Regur soil,30,79,22,18.28766124,69.48515056,6.254216611,Spinach
Regur soil,3,63,16,24.38041875,61.18458224,6.868881708,Tomato
Regur soil,2,78,23,21.31852148,66.43934593,7.320514721,Beans
Regur soil,10,78,18,18.54141834,62.70637578,6.296976913,Beetroot
Regur soil,14,67,25,25.28710601,60.85993533,7.241151936,Bottle Gourd
Regur soil,39,65,23,25.43459777,69.12613376,7.685959305,Brinjal
Regur soil,19,72,15,28.83600962,69.76112921,6.890760124,Cabbage
Regur soil,18,57,21,27.37659643,63.93927841,6.155915975,Cauliflower
Regur soil,31,58,15,28.31886863,60.19461399,6.167855382,Coriander
Regur soil,28,58,25,27.4818649,62.04814951,6.861640036,Drumstick
Regur soil,5,65,19,18.28072173,68.10365387,6.978361689,Onion
Regur soil,16,65,19,27.61204997,69.29786244,7.043160241,Potato
Regur soil,34,65,19,23.43974653,63.22011726,5.94239222,Raddish
Regur soil,14,69,19,20.95628486,63.68128841,7.239455147,Spinach
Regur soil,22,55,16,23.7937153,68.03209183,6.516317561,Tomato
Regur soil,24,61,17,22.6371424,65.44544859,6.233269045,Apple
Regur soil,2,79,15,21.53577883,65.47227704,7.505283615,Banana
Regur soil,26,63,17,29.87854588,65.73085206,6.950300686,Beans
Regur soil,27,61,15,25.2653291,67.10004577,6.958054839,Ladies Finger
Regur soil,24,70,16,25.17885316,68.93307305,6.54803469,Bitter Gourd
Regur soil,13,74,25,24.12192608,61.09533545,6.461618577,Bottle Gourd
Regur soil,6,64,23,23.33565221,67.40460704,7.065264073,Brinjal
Regur soil,12,58,23,21.74600081,63.39503184,6.765091462,Cabbage
Regur soil,32,79,22,27.60195453,63.46170674,5.91645379,Carrot
Regur soil,6,68,18,24.388717,62.50453062,6.711341147,Cauliflower
Regur soil,10,79,20,24.98287462,66.895409,6.379881442,Sapota
Regur soil,38,77,22,28.234829,69.3159965,6.313284268,Chilly Capsicum
Regur soil,17,74,17,26.03026959,69.55863145,7.393210848,Coriander
Regur soil,26,68,24,28.04849594,64.07691942,7.504930973,Cucumber
Regur soil,23,75,17,24.87425505,64.00213929,7.198076286,Drumstick
Regur soil,32,78,22,23.97081395,62.35557553,7.007037515,Garlic
Regur soil,19,79,19,20.06003985,67.76252583,6.677262562,Ginger
Regur soil,22,60,18,19.59221047,61.28633405,6.74398035,Grapes
Regur soil,28,69,16,29.77013109,66.29327012,6.547361618,Green Chilli
Regur soil,1,67,21,27.52135365,60.53657684,6.551577598,Guar
Regur soil,12,67,23,25.62896213,63.14909763,6.585020303,Onion
Regur soil,36,67,20,20.39078312,60.47528931,6.924042372,Green Onion
Regur soil,28,70,21,25.39038396,60.4989659,7.437373666,Peas
Regur soil,12,71,19,24.91079638,60.71367427,7.142611056,Pomegranate
Regur soil,22,68,16,27.70496805,63.20915034,7.74672376,Potato
Regur soil,26,66,22,18.06486101,65.1034354,6.300479414,Ridge Gourd
Regur soil,16,65,16,18.13027797,62.45851612,6.078724107,Spinach
Regur soil,14,59,22,23.82723528,67.89815262,6.76660668,Sweet Potato
Regur soil,33,59,19,23.19305333,62.74710773,7.641024177,Tomato
Regur soil,21,63,17,25.08966129,68.17543102,6.559681838,Water Melon
Regur soil,0,69,21,25.86928193,61.88321072,7.072923306,Brinjal
Regur soil,10,75,17,18.43966037,68.05394959,7.732194788,Potato
Regur soil,30,61,18,27.14911056,67.02664337,6.157782589,Ladies Finger
Regur soil,0,74,17,23.33375853,64.50515776,7.240988401,Bitter Gourd
Regur soil,35,74,22,26.7230014,62.96841833,6.898905799,Brinjal
Regur soil,7,63,24,19.55750776,64.45268309,6.818681086,Coriander
Regur soil,9,56,17,26.13708256,66.7729209,6.261937875,Cucumber
Regur soil,14,74,15,27.99990346,65.57653373,6.493036868,Green Chilli
Regur soil,14,76,20,29.05941162,62.10652364,7.042474679,Onion
Regur soil,36,65,16,25.71269843,64.1123333,7.692013657,Ridge Gourd
Regur soil,28,67,21,21.79792649,63.73086065,6.250994223,Tomato
Regur soil,28,79,16,24.70626432,60.26854183,6.052184881,Banana
Inceptisols,40,61,22,20.94981756,65.8108757,7.002216044,Banana
Inceptisols,10,70,19,24.84918386,68.98088448,7.272427638,Chana Dal
Inceptisols,12,80,19,21.91041045,65.21662467,5.962001484,Cabbage
Inceptisols,37,77,20,25.93381964,68.70533022,7.080506001,Cauliflower
Inceptisols,0,67,22,29.82112112,69.4073209,6.593798387,Ginger
Inceptisols,7,73,25,27.52185591,63.13215259,7.28805662,Masur Dal
Inceptisols,10,56,18,27.99627907,68.6428593,7.32710972,Onion
Inceptisols,39,70,15,20.76774783,63.90164154,6.366355781,Paddy
Inceptisols,26,56,22,23.05276444,60.424786,7.011121216,Potato
Inceptisols,9,77,17,21.65845777,63.58337146,6.280725549,Rice
Inceptisols,4,59,19,26.25070298,67.62779652,7.621494566,Banana
Inceptisols,34,73,15,20.97195263,63.83179889,7.630424083,Cabbage
Inceptisols,33,77,15,23.89736406,66.32102048,7.802212437,Cauliflower
Inceptisols,2,24,38,24.55981624,91.63536236,5.922935513,Dry Chillies
Inceptisols,6,18,37,19.65690085,89.93701023,5.937649578,Ginger
Inceptisols,8,26,36,18.78359608,87.4024767,6.804781106,Masur Dal
Inceptisols,37,18,39,24.1469628,94.5110662,6.424670614,Onion
Inceptisols,0,27,38,22.44581266,89.90147027,6.738016221,Potato
Inceptisols,31,25,38,24.96273236,92.40501423,6.497366677,Rice
Inceptisols,21,21,38,22.5526059,89.3259486,6.327673765,Banana
Inceptisols,6,30,40,22.77035608,91.45498527,6.36137446,Cabbage
Inceptisols,25,27,41,19.20090378,94.27659596,6.923509371,Cauliflower
Inceptisols,15,11,38,23.12808226,92.68328358,6.630646083,Dry Chillies
Inceptisols,14,5,36,24.92639065,85.19098079,5.832525853,Ginger
Inceptisols,16,10,41,24.77464458,85.63608688,6.738993954,Masur Dal
Inceptisols,36,7,37,19.8671184,86.35590206,5.782435567,Onion
Inceptisols,4,20,41,24.26601316,93.7974061,6.537042717,Paddy
Inceptisols,29,22,40,23.62600218,89.73266695,6.145104401,Potato
Inceptisols,16,15,42,19.67832052,89.08935702,6.890784045,Rice
Inceptisols,18,27,41,22.36509395,92.30882391,7.175344328,Banana
Inceptisols,11,18,42,21.57936934,94.88267728,5.938528744,Chana Dal
Inceptisols,5,15,38,18.26233221,88.16779129,5.709380472,Cabbage
Inceptisols,18,23,44,23.71028128,89.61794165,6.184400085,Cauliflower
Inceptisols,9,8,40,22.48720144,89.9224883,6.553509673,Dry Chillies
Inceptisols,40,27,45,21.6602498,94.79397419,5.885638185,Ginger
Inceptisols,22,23,44,20.13037175,89.31505137,6.143874691,Masur Dal
Inceptisols,9,16,39,18.41164435,91.11927248,6.101198974,Onion
Inceptisols,12,29,40,19.68291173,89.75272999,6.594037135,Paddy
Inceptisols,0,17,42,23.20242586,91.19442671,6.859840821,Potato
Inceptisols,2,21,44,18.92157197,87.31290342,6.56893406,Rice
Inceptisols,28,6,40,22.10621387,91.34039616,6.769855664,Banana
Inceptisols,8,23,44,18.47412402,89.68919664,7.130837931,Chana Dal
Inceptisols,29,16,36,19.81069447,88.92944254,5.740338002,Cabbage
Inceptisols,17,18,43,24.4880844,90.83687246,5.843005428,Cauliflower
Inceptisols,34,21,42,18.75927679,89.93457597,6.648687274,Dry Chillies
Inceptisols,21,23,42,19.54128063,90.29751796,6.902751061,Ginger
Inceptisols,25,17,40,18.91251245,87.74938524,6.608023872,Masur Dal
Inceptisols,8,25,36,19.91330523,94.95031368,6.828522375,Onion
Inceptisols,26,18,42,19.72620525,89.64934166,6.910374919,Paddy
Inceptisols,4,19,42,23.83185873,87.84034604,6.306605528,Potato
Inceptisols,36,24,41,24.94467632,94.25702672,7.009180374,Rice
Inceptisols,5,24,40,24.692258,93.87030088,6.297907579,Turmeric
Loamy soil,19,17,39,24.72485577,85.56083187,6.728599215,Arecanut
Loamy soil,39,30,38,20.12644921,87.59629625,6.965156738,Banana
Loamy soil,5,29,44,21.02432943,93.0569505,5.578095745,Betal Leaves
Loamy soil,4,24,43,22.40423537,88.1508343,7.199504273,Ginger
Loamy soil,38,21,35,20.33691147,89.38003827,5.841367187,Orange
Loamy soil,37,11,36,24.24779615,85.56033312,6.710143266,Pumpkin
Inceptisols,9,25,41,24.81530144,91.90842992,5.972714857,Arecanut
Inceptisols,29,22,43,19.66329768,87.95158129,5.561851831,Green Banana
Inceptisols,5,21,38,22.43377991,90.3396556,6.107054808,Cabbage
Inceptisols,22,26,38,22.92052307,85.12912161,6.988035315,Ginger
Inceptisols,4,18,37,22.91843172,85.40695044,7.13147457,Leafy Vegetable
Inceptisols,21,6,41,24.88244467,89.39686219,7.086947687,Turmeric
Red soil,29,21,45,23.40981539,93.13277,6.749260456,Brinjal
Red soil,23,5,44,21.20725375,94.26304717,7.16300467,Brinjal
Red soil,13,7,43,18.20230419,91.12282162,7.013481515,Potato
Red soil,5,13,37,22.34375696,89.7870345,5.648243649,Brinjal
Red soil,27,24,41,24.32770134,90.88292835,6.610251186,Cabbage
Red soil,7,23,35,19.75088482,88.71691157,7.054313823,Garlic
Red soil,12,20,39,19.86173586,86.19740917,6.026999326,Ginger
Red soil,4,19,43,18.07132963,93.14554876,5.779427402,Onion
Red soil,3,9,45,23.89162561,89.61850203,6.535244251,Tomato
Red soil,1,27,36,23.98598756,93.34236582,5.684995235,Cabbage
Red soil,23,30,44,20.93892916,85.42912869,6.12476108,Carrot
Red soil,24,21,42,20.82210727,87.22815682,6.999014379,Garlic
Red soil,13,30,37,20.86474944,91.61793636,6.277148771,Tomato
Red soil,40,11,44,24.45840036,86.10874614,6.322396027,Paddy
Red soil,21,9,40,24.51147697,90.64498715,5.956401828,Green Banana
Red soil,3,27,44,24.56811204,92.03009222,6.591302797,Beans
Red soil,40,29,42,24.63228709,89.01574455,7.104094929,Ladies Finger
Red soil,14,25,40,20.07386547,90.97819712,6.407872061,Bitter Gourd
Red soil,38,14,37,21.80523051,94.63612858,6.658402594,Brinjal
Red soil,34,9,36,22.8122645,86.34233767,6.276038961,Cucumber
Red soil,32,14,37,22.73031253,88.48567856,6.825256236,Onion
Red soil,18,21,35,23.2801227,94.94330457,6.368560522,Potato
Red soil,8,23,38,19.30106297,87.1775172,7.005410734,Pumpkin
Red soil,15,6,41,19.0087067,88.83768149,6.897368477,Tomato
Red soil,0,5,36,24.35193812,90.88612388,6.152906502,Banana
Red soil,22,9,44,24.72235539,88.87651295,5.744361602,Ladies Finger
Red soil,14,8,43,21.92513945,94.46485312,7.051654924,Brinjal
Red soil,31,11,45,24.83954414,86.88738076,6.034612928,Tomato
Red soil,39,17,45,18.09691127,90.42177379,6.924490731,Water Melon
Red soil,10,5,42,20.24104904,91.08706822,6.887005997,Banana
Red soil,8,28,38,23.22594,94.42971362,6.8444019,Coconut
Red soil,32,13,42,23.50128217,92.97527546,5.786058032,Brinjal
Red soil,18,9,40,19.44623085,89.02127045,5.627186257,Onion
Red soil,20,27,41,20.51343484,92.51675903,5.700088663,Paddy
Red soil,39,25,36,18.90223032,94.99897537,5.567805185,Brinjal
Red soil,20,7,45,18.90592319,89.24126808,6.077886012,Maize
Red soil,11,10,45,22.63045168,88.45577158,6.397995609,Onion
Red soil,40,18,43,19.38603815,86.79058496,5.767372539,Potato
Red soil,3,26,39,24.38318965,91.19431555,7.079973241,Beans
Red soil,9,16,36,23.77989026,92.93386903,5.893332378,Bitter Gourd
Red soil,30,20,38,22.59890174,93.16343942,7.058222596,Brinjal
Red soil,40,9,41,24.37766782,85.4017118,5.78270695,Cabbage
Red soil,40,30,35,20.89273273,91.07776977,6.269663963,Cauliflower
Red soil,32,25,35,18.09903225,85.70786282,5.892913826,Cucumber
Red soil,33,23,45,20.00218987,85.83618191,7.116538883,Leafy Vegetable
Red soil,4,14,41,19.85139326,89.80732335,6.430163481,Onion
Red soil,13,17,45,21.25433607,92.65058936,7.159520979,Potato
Red soil,39,24,39,23.65374106,93.32657504,6.431265737,Rice
Red soil,8,28,37,23.88404783,86.20613842,6.082571701,Tomato
Red soil,91,94,46,29.36792366,76.24900101,6.149934034,Ladies Finger
Red soil,105,95,50,27.33368994,83.67675197,5.849076099,Bitter Gourd
Red soil,108,92,53,27.40053601,82.96221306,6.276800323,Brinjal
Red soil,86,76,54,29.3159075,80.11585705,5.926824754,Cabbage
Red soil,80,77,49,26.05433004,79.39654531,5.519088423,Cauliflower
Red soil,93,94,53,25.86632408,84.42379269,6.079178788,Pumpkin
Red soil,90,92,55,27.00932084,80.18546798,6.13465588,Tomato
Red soil,108,89,53,29.55054817,78.06762846,5.808497604,Broken Rice
Red soil,108,88,55,26.28845991,83.390039,5.891458107,Jaggery
Red soil,105,77,52,29.16226551,76.16151562,5.816622479,Maize
Red soil,118,88,52,28.65003945,82.68752542,5.843163161,Green Banana
Red soil,101,87,54,29.07311132,76.50045221,6.376756633,Ladies Finger
Red soil,95,75,50,28.08166093,75.26429821,5.623615687,Black Gram
Red soil,106,85,53,27.1994597,78.8086068,5.91505509,Black Gram
Red soil,86,95,49,28.05484146,78.04602887,6.458714879,Brinjal
Red soil,83,79,55,25.14748006,83.34688193,5.565028635,Cabbage
Red soil,85,95,47,25.94019018,78.3422098,6.211833161,Capsicum
Red soil,109,79,45,27.66752761,79.68542782,6.490074429,Carrot
Red soil,100,76,45,25.56703012,75.94067692,5.590236025,Cauliflower
Red soil,117,86,48,28.6956201,82.54195839,6.225225239,Cucumber
Red soil,114,94,53,26.33544853,76.8532006,6.190757459,French Beans
Red soil,110,78,50,25.93730186,78.89864446,5.915568968,Onion
Red soil,94,70,48,25.13686519,84.88394407,6.195152442,Onion
Red soil,80,71,47,27.50527651,80.79783998,6.156373499,Orange
Red soil,114,79,51,26.21009246,82.34429458,6.313197204,Orange
Red soil,88,78,45,29.10403455,79.19588629,6.324270089,Orange
Red soil,112,73,48,29.2440638,77.32017166,5.707488987,Paddy
Red soil,117,76,47,25.56202173,77.38229006,6.119216009,Potato
Red soil,111,87,48,26.3985515,81.36028902,5.571401169,Rice
Red soil,89,83,47,28.09577643,77.79586769,5.63127166,Sugar
Red soil,93,91,47,27.84767901,83.31110751,6.101241579,Tomato
Red soil,92,81,52,27.39341554,81.4654833,6.438137279,Wheat
Red soil,105,74,45,25.14517635,81.38204104,6.098369122,Wheat Atta
Red soil,102,71,48,28.65456263,79.28693687,5.695267822,Brinjal
Red soil,94,91,51,29.16093424,76.67484233,5.618094446,Cabbage
Red soil,116,71,47,27.57278064,82.0638878,6.435785799,Cauliflower
Red soil,117,79,49,25.40909896,82.36208097,6.176644228,Tomato
Delta alluvium,119,72,55,25.99069521,83.33983116,6.220643671,Copra
Delta alluvium,99,73,53,26.29039046,81.06003778,5.871702211,Paddy
Delta alluvium,91,84,52,29.14827211,78.71024836,6.390741836,Paddy
Delta alluvium,80,90,47,26.59743595,79.35898915,6.21084479,Paddy
Delta alluvium,101,70,48,25.36059237,75.03193255,6.012696655,Paddy
Delta alluvium,108,89,53,29.12036889,80.18080728,5.908770059,Paddy
Delta alluvium,100,80,52,27.53911354,77.25629897,6.049801781,Sesamum
Desert soil,109,91,53,29.66727337,83.51014178,6.010095853,Carrot
Desert soil,82,78,46,25.05802193,84.97323747,5.738678895,Cauliflower
Desert soil,106,70,55,25.86824781,78.52399914,5.74055541,Peas cod
Desert soil,90,86,52,25.85036988,81.95580471,5.793260262,Carrot
Desert soil,83,95,50,26.51682337,77.79913575,5.50947065,Carrot
Desert soil,119,90,48,28.66725136,79.59242542,5.986442306,Cauliflower
Desert soil,107,72,45,28.14938935,81.54448882,5.790768046,Peas
Desert soil,116,81,55,26.42313317,83.6995044,5.915546415,Raddish
Desert soil,101,75,50,26.59386409,81.40740301,6.242528278,Onion
Desert soil,93,81,50,27.71822477,76.57853189,6.036079266,Potato
Desert soil,95,75,45,28.98333432,82.95958244,5.829898502,Cauliflower
Desert soil,107,71,55,29.42017919,83.96754496,6.088064451,Peas cod
Desert soil,83,94,47,27.39872329,81.10523402,6.469370954,Turnip
Desert soil,102,73,54,26.4020227,84.41007614,5.720726906,Brinjal
Desert soil,86,79,45,27.81251452,82.69285419,5.80766417,Carrot
Desert soil,117,86,53,25.19640218,83.55829874,5.703381728,Cauliflower
Desert soil,111,79,53,28.31193338,75.77363772,6.165001278,Onion
Desert soil,95,74,50,25.90113128,80.47152737,6.002481605,Peas
Desert soil,91,75,55,27.48612983,76.11239849,6.212369363,Potato
Desert soil,93,83,46,29.38254012,83.50423735,5.765308943,Raddish
Desert soil,92,85,51,29.22118628,81.08183635,5.740764682,Brinjal
Desert soil,104,80,54,27.09062164,81.33506906,5.879119455,Capsicum
Desert soil,103,72,51,26.12643374,81.81365007,6.099478745,Green Chilli
Desert soil,92,75,45,29.01207743,77.95192527,5.674403359,Brinjal
Desert soil,93,85,49,27.96799119,79.28625709,5.694243847,Cabbage
Desert soil,120,87,52,28.0764455,76.05522115,5.905494703,Capsicum
Desert soil,108,72,46,25.16278237,84.97849241,6.110844721,Carrot
Desert soil,105,88,54,25.78749808,84.51194224,6.020445317,Cauliflower
Desert soil,98,79,50,25.34119774,84.47321314,6.435917308,Cucumber
Desert soil,111,88,55,29.44795403,78.34971537,5.505393833,Field Pea
Desert soil,97,74,45,26.47522633,78.51833782,5.677719902,Ginger
Desert soil,95,82,48,27.39489579,83.31172003,5.719014989,Grapes
Desert soil,89,91,55,25.08347445,80.261731,6.275572298,Grapes
Desert soil,89,85,55,26.6719835,76.48541655,6.275384607,Green Chilli
Desert soil,118,88,51,25.44926208,79.49221962,6.201911642,Kinnow
Desert soil,101,92,45,28.22776705,80.6430384,5.758054257,Kinnow
Desert soil,99,92,47,28.1279509,77.48247073,6.323933647,Kinnow
Desert soil,82,77,46,28.9470467,82.1888998,5.901100841,Onion
Desert soil,90,86,55,27.96236771,84.15403614,5.644486582,Papaya
Desert soil,95,88,52,28.00316034,78.90085998,6.235461772,Potato
Desert soil,104,73,46,29.1400919,80.1190228,6.28236237,Raddish
Desert soil,102,73,52,27.9122104,83.36307683,6.356090905,Spinach
Desert soil,100,74,52,25.43480512,81.53977797,5.837258235,Tomato
Desert soil,94,89,48,28.55980972,84.51602322,5.653437902,Amphophalus
Desert soil,99,70,46,26.59580783,82.99556744,5.727469947,Ladies Finger
Desert soil,112,87,48,27.19711623,77.3970629,6.200111068,Brinjal
Desert soil,117,82,45,25.29391516,79.29122198,5.614471478,Cabbage
Desert soil,96,86,51,29.90888522,76.98740841,6.257369799,Capsicum
Desert soil,113,85,45,27.94972463,76.63713353,6.037430836,Carrot
Desert soil,105,93,46,25.01018457,78.76260938,5.760457558,Cauliflower
Desert soil,85,89,51,29.21144871,84.70189923,6.158164422,Coriander
Desert soil,108,94,47,27.35911627,84.54625006,6.387431383,Cucumber
Desert soil,92,81,52,28.0106804,76.52808057,5.891413895,Garlic
Desert soil,110,71,54,28.67208915,82.20793613,5.725418961,Ginger
Desert soil,82,75,55,27.34585147,78.4873835,6.281069505,Green Chilli
Desert soil,117,81,53,29.50704598,78.20585613,5.507641778,Kinnow
Desert soil,2,40,27,29.73770045,47.54885174,5.954626604,Onion
Desert soil,39,24,31,33.55695561,53.72979826,4.757114897,Peas
Desert soil,21,26,27,27.00315545,47.67525434,5.699586972,Potato
Desert soil,25,22,25,33.56150184,45.53556603,5.977413803,Raddish
Desert soil,0,21,32,35.89855625,54.25964196,6.430139436,Spinach
Desert soil,20,19,35,34.17719782,50.62161586,6.113935087,Tomato
Desert soil,19,21,34,30.01592643,53.19212381,5.074272692,Turnip
Desert soil,18,17,31,31.74592134,45.16127859,5.667507706,Cabbage
Desert soil,11,36,33,35.99009679,52.22780489,5.978634285,Carrot
Desert soil,30,28,30,31.86641378,52.19331595,5.064613314,Cauliflower
Desert soil,18,19,27,27.75518664,52.34605806,4.772385986,Peas
Desert soil,23,23,27,34.72413192,51.4271781,5.161148592,Potato
Desert soil,37,30,34,27.53907547,53.63549533,6.797779227,Raddish
Desert soil,11,27,30,27.69637763,48.5622488,6.39474303,Spinach
Desert soil,12,19,31,27.25373364,52.66319725,5.566704378,Tomato
Desert soil,3,28,33,30.33723921,48.88704844,5.755049971,Carrot
Desert soil,37,38,32,31.85744939,45.53106268,5.417340525,Cauliflower
Desert soil,26,37,30,35.39986338,49.45962621,6.166173834,Methi Leaves
Desert soil,14,18,30,29.80747243,52.13797867,5.191265116,Raddish
Desert soil,40,16,35,34.16438906,54.16482251,4.954739564,Spinach
Desert soil,4,20,25,28.93270187,47.94053996,5.664587011,Carrot
Desert soil,36,25,33,27.98392787,53.33018851,5.548584852,Cauliflower
Desert soil,30,17,31,31.20478173,54.49960506,6.804437106,Green Chilli
Desert soil,28,37,28,32.13409675,50.52559148,6.097869767,Onion
Desert soil,38,15,30,28.91862016,48.13974548,5.075504537,Peas
Desert soil,12,37,30,31.09779147,47.41196659,4.546466109,Potato
